Feature1,Feature2,Feature3,Feature4,Feature5,Output
54.96714153011233,36.99677718293001,1,45.78511406975835,-0.37231905293792283,1
48.61735698828815,34.62316841456384,0,33.78486368427754,0.4373131870389607,1
56.47688538100692,30.29815184960087,1,28.479964483611983,0.18517553682991406,1
65.23029856408026,26.76531611147213,0,53.473572780300096,0.42544486418417227,1
47.658466252766644,33.49111656806795,0,34.16803804608466,0.22228985580085406,1
47.6586304305082,31.967426927108747,1,35.87154984075251,1.2788658133133932,1
65.79212815507391,34.47596610013866,0,69.10804571271014,-0.952316380738797,1
57.67434729152909,33.175859008409844,1,97.16835985299029,-0.6769951384585313,1
45.30525614065048,35.247763576596675,1,64.32734805034376,-0.772659445270824,1
55.42560043585965,27.32382394219716,0,16.928152035846963,0.8301918118626102,1
45.365823071875376,36.58697032817163,0,16.80252524686603,0.9003985883950636,1
45.34270246429743,30.987998023461998,1,95.62808987610094,0.4512253193185082,1
52.41962271566034,40.37630436312632,1,36.756171127660025,1.1834936668899279,1
30.86719755342202,26.55406090955216,0,18.28602874742279,-1.1780408673763807,0
32.75082167486967,38.67981901582625,0,63.91401284353434,1.667224111551137,1
44.37712470759027,30.989553917313238,0,66.12839004612394,1.5232386217122582,1
39.87168879665576,26.74290998192776,0,68.36543381068194,0.7356219972457467,1
53.142473325952736,27.58057082972839,1,34.066182507178716,1.78179890877106,1
40.91975924478789,28.3982634590284,1,11.359961579302754,-1.6566232076777738,0
35.87696298664709,32.12082973200958,1,96.85138325090247,-0.5244481362626519,1
64.65648768921554,32.6141774401775,1,32.58037411219922,-0.7353034606819523,1
47.74223699513465,27.131499980307105,0,70.84236592472928,0.7214793237573432,1
50.67528204687924,29.878227038695087,0,73.59668828908386,-1.0501407396021456,1
35.75251813786544,40.71135179305932,1,64.90066753715371,0.7574951493374855,1
44.556172754748175,38.637715850503554,1,38.16166547922834,1.3705361439967134,1
51.10922589709866,32.18161834837016,1,34.398662838765915,0.6952029000839993,1
38.490064225776976,30.190017390841,1,63.79014544324328,0.2837510236615011,1
53.75698018345672,30.600156633591308,1,87.94860702505224,-0.9878733409007492,1
43.99361310081195,33.06758986365208,1,95.2060356031056,-0.8468509661253646,1
47.083062502067236,24.886037174007974,1,19.531522396338186,1.2496189052966666,1
43.98293387770603,28.713117312883274,1,23.934575133794787,0.7793490039053323,1
68.52278184508938,21.657079630612053,1,95.02626329047717,-0.03901951937754412,1
49.86502775262066,31.996115613026397,0,76.28817055013133,-0.41790954576589057,1
39.422890710440996,33.2359796985137,1,89.46944423467957,-2.025807873111377,0
58.225449121031886,27.58406768850313,0,28.236937072180883,-1.0708524186844388,0
37.791563500289776,37.869933816450164,0,62.882728399846165,1.9114190871397234,1
52.08863595004755,23.871171684988294,1,73.10256349757262,-1.2804555710024668,1
30.403298761202244,22.6781255989509,1,71.21006969022754,0.18947982122108065,1
36.71813951101569,31.12225909279986,0,46.73365217800283,1.0074439731951985,1
51.96861235869123,35.23549151306077,0,11.385540252217762,-1.2549226680022925,0
57.38466579995411,38.419638457289345,1,62.46334511238368,0.1847104747810833,1
51.7136828118997,27.7055786856553,0,32.779138526164786,0.937915537510655,1
48.843517176117594,35.393404167156476,1,50.52288215286013,0.012499321907250335,1
46.98896304410711,29.807457652496463,1,96.18229135754356,2.8684030556667683,1
35.214780096325725,29.136863500295902,1,45.913178587819125,-1.6685992588781953,0
42.801557916052914,34.41829968743336,0,85.5821445997984,1.0587285298838789,1
45.393612290402125,33.261614392067095,0,26.9686545174326,-0.17280173739646437,0
60.57122226218915,22.118039215078753,1,70.52144482225259,0.7719201548366751,1
53.43618289568462,37.38270174862948,0,97.93062589950492,0.44130715169924584,1
32.36959844637266,36.90045677073726,0,19.17037907856431,-0.7331561971099966,0
53.24083969394795,26.872186492452354,0,10.748794800447282,0.22899639245934025,1
46.149177195836835,31.979017667187044,0,49.02245133693529,-1.8579014513982872,0
43.23077999694041,32.47015093141369,0,18.336293474623048,0.6032475005713938,1
56.11676288840868,31.303368829119535,0,77.35459147086083,0.29815846599052565,1
60.30999522495951,27.2484742307729,0,92.3093797463703,0.6386601686431024,1
59.31280119116199,26.641883160309742,1,49.061887543788295,1.0581183250871502,1
41.607824767773614,29.872229645042772,0,33.284047793989686,0.3676198402097109,1
46.907876241487855,35.86364509629682,0,49.09629871059488,0.1480894197982762,1
53.31263431403564,32.71800077297216,0,75.1103036065001,-0.8810683366612923,1
59.75545127122359,28.14692833956947,0,10.814874542233389,-0.712220763649051,0
45.2082576215471,33.85849355324172,0,63.050859053622744,1.186734620177331,1
48.14341023336183,15.757286896849623,0,65.19625163986412,1.4363354057059785,1
38.93665025993972,35.74382850186052,0,67.39194222063419,-0.23811043631205406,1
38.037933759193294,21.301431106109504,0,31.781987198278948,0.04600274725327412,1
58.125258223941984,28.18779529298434,1,74.2647451040314,-0.9046143749937661,1
63.56240028570823,24.401650526869282,0,18.225233769859877,1.1727568452674448,1
49.27989878419666,23.526592621395473,0,27.934330282012073,0.6654168236917787,1
60.03532897892024,35.8041339368926,0,88.97230419890337,1.9412174364637491,1
53.61636025047634,27.661493993440544,0,76.48508356539097,-0.8783230771797389,1
43.54880245394876,31.73251940865358,1,11.237099861021072,-0.3780078990182172,0
53.61395605508414,29.76539710560408,1,32.353863433282015,0.2314459225255723,1
65.38036566465969,32.385204136115604,1,29.29658346938481,0.6464895377257707,1
49.64173960890049,30.384109455301278,1,34.37256952332753,-0.21566763754763232,1
65.64643655814007,23.58503887905715,1,32.28037932518978,-0.8729610904537004,1
23.802548959102555,34.9813340972357,1,15.627366616856117,0.8814075289235711,1
58.21902504375224,27.531217084193436,1,51.30464649371383,0.7211353625455816,1
50.870470682381715,22.217090506701247,1,75.94601273075486,-0.9162741005637249,1
47.009926495341325,27.859424195170437,1,64.60585522456927,1.3554428011054958,1
50.91760776535502,37.503798953171554,1,70.55845017382718,1.1701987091966037,1
30.124310853991073,34.251108710567465,1,17.303426068261523,0.13429649724779288,0
47.80328112162488,28.256739327960705,1,95.63416391591085,0.07959786237603639,1
53.57112571511746,28.253711478407855,1,85.46426504587224,0.5540577711159071,1
64.77894044741517,28.391824743913087,1,82.45812866460965,-0.8617030702562581,1
44.81729781726352,40.383739917804206,1,84.06854245375908,0.03003147916408217,1
41.91506397106812,31.909677261157768,1,93.94394573194852,-2.1523835446091804,0
44.982429564154636,32.15020823595535,0,58.982856950232794,0.8764556455029355,1
59.15402117702074,35.151417270159214,1,28.02538160808633,-1.5614932224418594,0
53.287511096596845,31.193945795132567,0,65.5105247067287,1.503419828428999,1
44.70239796232961,28.704789270896484,1,76.85933443011452,-0.3301200939664503,1
55.13267433113356,29.01825075457511,1,76.41256540186228,-0.2116669819311769,1
50.9707754934804,29.641993702929682,0,56.93041217501921,-0.6277339060845056,1
59.68644990532889,29.813888817450792,1,16.161284740022026,-0.2880388739220764,1
42.979469061226474,33.6381477181849,0,43.4001644587115,1.4185313451480366,1
46.723378534022316,30.259729429036497,0,92.86899476170215,-2.4878086565350794,0
46.078918468678424,33.6632003860779,0,62.60040187816834,1.2769653860881878,1
35.364850518678814,29.59641709945709,1,58.44987489301421,0.33802348110170816,1
52.96120277064576,30.393175951580453,1,34.196816294397415,-1.2070216478572156,0
52.610552721798896,20.00899657733946,1,43.1604027924921,-1.0753123930492379,1
50.05113456642461,34.581638373512405,0,90.58114802378523,1.676393027208203,1
47.65412866624853,31.732442379489964,0,69.98167427741521,-0.9455068799427312,0
35.84629257949586,34.99005054929826,1,80.86483240770995,-1.1533505105959594,0
45.79354677234641,15.518723109031553,1,50.89108807608896,1.1373145423647293,1
46.572854834732304,40.44187352390364,1,66.72224975105422,0.33855287628591424,1
41.97722730778381,29.302051859224132,1,32.354524786888675,-0.9379255765363989,0
48.387142883339905,35.54091408368758,1,73.49147472551377,0.216624975404619,1
54.040508568145384,24.800470364372345,0,48.48412003330036,-1.0257526836402773,1
68.8618590121053,33.063869525312846,0,49.8290963333271,1.1008213984226052,1
51.74577812831839,24.73292218413172,0,68.43900921191934,1.0613709648731335,1
52.57550390722764,26.881155196520975,1,94.2652559322034,0.5320061988219431,1
49.25554084233833,39.570156769333934,0,15.760571194775883,0.3616610612470166,0
30.812287847009586,29.046587996183266,0,84.22689136123068,1.7611881248673737,1
49.73486124550783,31.087164365898616,0,36.31447993709738,-0.0003136726117747121,1
50.60230209941027,34.35033865344377,0,49.95275090557401,-1.1818741254208012,0
74.63242112485287,32.47840943986302,0,11.972199589750806,0.44947391283230687,1
48.076390352188774,30.752094525717883,1,37.094147005088175,2.0860470495371137,1
53.015473423336125,31.824805012331126,0,55.236811836711745,-1.0147594931858521,0
49.65288230294757,42.01707792619138,1,15.055846961269511,-0.36146276669398575,0
38.31321962380468,29.711906014832074,1,54.19861564448486,0.41644603810145264,1
61.42822814515021,31.005495233574837,1,93.43995659725846,-0.05390484900573916,1
57.519330326867745,35.25327198003806,1,19.485389629702468,-0.9823035803773146,0
57.910319470430466,35.52762966478992,1,78.7996655267954,1.1218578562304709,1
40.906125452052606,35.9351515278019,0,46.87039480383934,2.3200407220172594,1
64.02794310936099,33.19365111014592,0,68.96563430719041,0.19613145902390733,1
35.98148937207719,24.284975436347583,1,33.42129381867064,-0.9040682897360003,0
55.868570938002705,38.16715766150548,1,24.354303628722246,-1.548960525053475,0
71.90455625809979,24.26827303490656,1,24.44163528441038,0.2579759812211809,1
40.09463674869312,31.513177326195166,0,16.344275107883018,1.1038773433162576,1
44.33702270397228,26.22862074990321,1,26.708203441111873,0.4751677464953816,1
50.99651365087641,29.679308267035037,0,69.77974464900714,-0.002403840918853844,1
44.96524345883801,31.6438120515174,1,89.35215506591572,-0.5892716517893062,1
34.493365689338674,31.606786077251364,0,83.27131170320456,-1.0921636327180897,0
50.68562974806027,32.109603771176424,1,71.66208788870357,0.8347513263248821,1
39.37696286273895,38.06855634529323,0,19.93886770699924,0.9137716213855857,1
54.73592430635182,32.2676715075699,1,36.02687016663549,-1.5457297866907331,0
40.80575765766197,28.779216823546758,0,37.88261877902221,1.5898389781806839,1
65.4993440501754,34.820435841441785,0,32.496125175785906,0.5740712208940013,1
42.16746707663763,35.947352444623206,0,56.35050937387508,1.3995946451457935,1
46.77938483794324,23.86196092431504,0,58.199843339170535,-1.342127748485115,0
58.135172173696695,32.98700034924929,0,42.11973776539992,-1.365824155415439,0
37.69135683566045,33.50586371155449,0,41.84102428627924,-0.14896930976729691,0
52.27459934604129,28.51218248320004,0,84.57000381154732,0.5027844268951942,1
63.07142754282428,36.878534066558096,1,81.0363563487717,1.7963608229269636,1
33.92516765438772,29.249722064837368,1,37.70162485126711,0.7060789138151315,1
51.84633858532304,30.627882267357712,1,92.24095994859334,-0.24268127681203333,1
52.598827942484235,29.13464087858065,1,95.75335153022554,-1.0263692076658921,1
57.8182287177731,30.077895237907338,1,39.40682878270367,1.23000057271915,1
37.63049289121918,24.518624565523993,0,41.89824539137494,-0.9647054257507148,0
36.795433869157236,22.79974558702853,0,55.5070738079763,1.6284685547723217,1
55.21941565616898,37.97252531612486,0,94.70087312803062,-0.28438464960650933,1
52.96984673233186,25.76519325840836,0,88.86874898280804,1.5905820726178503,1
52.504928503458764,25.043038252718464,0,19.231116632523083,0.6789312900592783,1
